ID,DOB,Age,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
3457,6/5/1981, 36 ,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Big Bang Theory,Daimler-Benz,Male,Mexican,Country,12 to 15,cycling,Red,Reuters,60-80 KM,0-250 KM,Thriller,Maths,Non Drinkers,Thor,530,y
3458,6/12/1975, 42 ,Married,0-100K,Post-Graduate,Self-Employed,Atheist,Friends,GM,Male,Mexican,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,415,x
3459,11/5/1994, 23 ,Married,300k-500k,High-School,Self-Employed,Believer,How I Met your mother,Daimler-Benz,Male,Mexican,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,Non Drinkers,Ironman,1340,y
3460,10/11/1964, 53 ,Married,700k-1 Million,Graduate,Unemployed,Believer,Big Bang Theory,Audi,Male,Lebanese,Country,12 to 15,Basketball,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Physics,Non Drinkers,spiderman,205,y
3461,2/26/1989, 29 ,Divorced,500k-700k,Post-Graduate,Employed,Agnostic,Prison Break,Toyota,Female,French,Rap,6 to 10,Swimming,Black,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,1156,x
3462,5/4/1988, 29 ,Unmarried,100k-300k,Post-Graduate,Employed,Believer,sherlock,Ford,Male,Thai,Heavy Metal,6 to 10,Soccer,Black,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1397,y
3463,12/25/1976, 41 ,Married,300k-500k,High-School,Employed,Believer,Big Bang Theory,Audi,Male,Thai,Country,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Historical,History,Non Drinkers,The hulk,424,y
3464,4/28/1980, 37 ,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Friends,Wolkswagen,Female,French,Rap,6 to 10,cycling,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Vodka,Thor,359,x
3465,5/1/1970, 47 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Rugby,White,MSN,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,308,y
3466,2/6/1967, 51 ,Married,0-100K,Post-Graduate,Self-Employed,Atheist,sherlock,GM,Female,Mediterranean,Rap,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,187,y
3467,7/23/1991, 26 ,Married,0-100K,Post-Graduate,Unemployed,Agnostic,Prison Break,GM,Male,Mexican,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,466,y
3468,5/31/1972, 45 ,Divorced,300k-500k,Graduate,Self-Employed,Agnostic,Narcos,Audi,Male,Chinese,Classical,10 to 12,Swimming,purple,Associated Press,10-25 KM,2000+ KM,Thriller,Maths,Rum,Thor,1029,y
3469,9/17/1989, 28 ,Married,500k-700k,Graduate,Self-Employed,Agnostic,Prison Break,Toyota,Male,Mexican,Light Metal,6 to 10,Cricket,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Whiskey,wonder woman,1303,x
3470,2/23/1989, 29 ,Married,300k-500k,Uneducated,Unemployed,Believer,Flash,Toyota,Female,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,60-80 KM,2000+ KM,Action,Biology,wine,wonder woman,1109,y
3471,7/20/1970, 47 ,Unmarried,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Toyota,Male,Mexican,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,0-250 KM,Horror,Economics,Beer,superman,221,y
3472,6/1/1979, 38 ,Unmarried,100k-300k,Graduate,Employed,Believer,Friends,Suzuki,Female,Mediterranean,Rap,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Vodka,The hulk,1314,x
3473,10/8/1960, 57 ,Unmarried,700k-1 Million,Post-Graduate,Employed,Agnostic,Breaking Bad,Audi,Male,Lebanese,Country,12 to 15,volleyball,purple,Associated Press,0-10 KM,1500-2000 KM,Romantic,Commerce,Beer,Ironman,551,y
3474,9/7/1978, 39 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Audi,Male,Chinese,Heavy Metal,1 to 3,Soccer,White,Fox News,40-60 KM,2000+ KM,Historical,Civics,Whiskey,The hulk,364,x
3475,10/1/1963, 54 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Friends,Audi,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Thriller,Biology,Vodka,Thor,1366,y
3476,7/8/1962, 55 ,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Breaking Bad,Nissan,Male,Chinese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,500-1000 KM,Romantic,Commerce,Beer,Ironman,223,y
3477,12/24/1995, 22 ,Married,300k-500k,Uneducated,Employed,Believer,Breaking Bad,Audi,Female,French,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,1086,x
3478,1/21/1970, 48 ,Unmarried,100k-300k,High-School,Self-Employed,Believer,Narcos,Nissan,Male,Mexican,Hip-Hop,12 to 15,Soccer,Blue,CNN,25-40 KM,500-1000 KM,Historical,History,Rum,The hulk,695,x
3479,9/22/1985, 32 ,Married,0-100K,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,Ford,Male,Mexican,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,553,x
3480,7/12/1983, 34 ,Unmarried,300k-500k,Post-Graduate,Employed,Agnostic,Friends,Audi,Female,Italian,Rap,6 to 10,volleyball,Yellow,BBC,60-80 KM,2000+ KM,Horror,Chemistry,Vodka,spiderman,232,x
3481,10/10/1990, 27 ,Unmarried,300k-500k,High-School,Unemployed,Believer,sherlock,Audi,Male,Thai,Heavy Metal,6 to 10,Soccer,White,MSN,60-80 KM,2000+ KM,Thriller,Biology,Non Drinkers,Thor,1380,y
3482,5/8/1984, 33 ,Married,300k-500k,Post-Graduate,Self-Employed,Agnostic,Narcos,Wolkswagen,Female,French,Rock,18-20,Baseball,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Rum,Thor,938,y
3483,7/23/1961, 56 ,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Breaking Bad,BMW,Male,Lebanese,Classical,12 to 15,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Beer,Batman,176,x
3484,10/26/1971, 46 ,Married,100k-300k,Uneducated,Employed,Believer,Breaking Bad,Ford,Male,Italian,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,500-1000 KM,Thriller,Maths,Beer,Thor,560,x
3485,8/27/1994, 23 ,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,707,x
3486,4/19/1972, 45 ,Unmarried,300k-500k,Graduate,Unemployed,Believer,Prison Break,Toyota,Female,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Action,Biology,Vodka,wonder woman,1337,y
3487,6/28/1982, 35 ,Divorced,300k-500k,Post-Graduate,Self-Employed,Agnostic,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,1244,y
3488,11/21/1985, 32 ,Married,100k-300k,Post-Graduate,Employed,Believer,Prison Break,Honda,Female,French,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,356,y
3489,3/3/1963, 54 ,Divorced,500k-700k,Graduate,Employed,Agnostic,Narcos,BMW,Female,Indian,Rock,18-20,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,Non Drinkers,Ironman,719,y
3490,9/7/1964, 53 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,1386,x
3491,6/29/1966, 51 ,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Breaking Bad,Toyota,Male,Mexican,Country,12 to 15,cycling,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,392,y
3492,12/4/1961, 56 ,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Breaking Bad,Ford,Male,Italian,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Beer,spiderman,1059,x
3493,12/11/1965, 52 ,Married,100k-300k,Post-Graduate,Self-Employed,Atheist,Narcos,Nissan,Male,Mexican,Hip-Hop,15-18,Rugby,Red,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Rum,spiderman,443,x
3494,10/5/1966, 51 ,Married,0-100K,High-School,Self-Employed,Believer,Narcos,Ford,Male,Chinese,Classical,10 to 12,Rugby,Red,CNN,25-40 KM,250-500 KM,Historical,Commerce,Non Drinkers,The hulk,533,x
3495,10/13/1975, 42 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Narcos,Ford,Female,Indian,Rock,18-20,Soccer,Orange,Associated Press,60-80 KM,1000-1500 KM,Horror,Economics,Gin,superman,62,x
3496,6/5/1963, 54 ,,300k-500k,Uneducated,Unemployed,Atheist,Breaking Bad,Ford,Male,Lebanese,Country,12 to 15,Baseball,Red,Reuters,60-80 KM,1000-1500 KM,Historical,History,Beer,The hulk,716,x
3497,9/27/1993, 24 ,Unmarried,700k-1 Million,Post-Graduate,Employed,Agnostic,Breaking Bad,Daimler -Benz,Male,Thai,Country,12 to 15,volleyball,Orange,Associated Press,60-80 KM,0-250 KM,Historical,Commerce,wine,The hulk,1222,x
3498,6/11/1983, 34 ,Married,0-100K,High-School,Unemployed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Rugby,Yellow,BBC,40-60 KM,1500-2000 KM,Drama,Chemistry,Vodka,Batman,1037,x
3499,5/8/1974, 43 ,Married,300k-500k,Uneducated,Unemployed,Believer,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,Beer,Ironman,1124,y
3500,6/4/1990, 27 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Whiskey,Thor,1126,y
3501,11/15/1990, 27 ,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Female,Indian,Rock,18-20,Soccer,Red,Reuters,60-80 KM,1000-1500 KM,Comedy,History,Beer,The hulk,979,y
3502,6/10/1973, 44 ,Married,500k-700k,Post-Graduate,Self-Employed,Believer,Prison Break,BMW,Male,Italian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,spiderman,320,x
3503,9/27/1986, 31 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Audi,Female,Italian,Rap,6 to 10,Soccer,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,116,y
3504,8/21/1971, 46 ,Unmarried,100k-300k,High-School,Employed,Believer,How I Met your mother,Suzuki,Female,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,1099,y
3505,4/14/1967, 50 ,Unmarried,300k-500k,High-School,Self-Employed,Believer,sherlock,Ford,Male,Chinese,Heavy Metal,3 to 5,Soccer,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,829,y
3506,2/22/1968, 50 ,Unmarried,0-100K,High-School,Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,White,Fox News,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,1317,y
3507,12/31/1973, 44 ,Married,300k-500k,Graduate,Employed,Atheist,How I Met your mother,Audi,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1162,y
3508,10/5/1965, 52 ,Divorced,0-100K,High-School,Employed,Agnostic,Big Bang Theory,GM,Male,Thai,Country,12 to 15,Swimming,Red,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,258,y
3509,8/4/1977, 40 ,Married,100k-300k,Post-Graduate,Employed,Believer,Friends,Ford,Male,Mexican,Light Metal,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Romantic,English,Beer,Ironman,1298,x
3510,10/18/1981, 36 ,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Audi,Female,Italian,Rap,6 to 10,Basketball,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,44,y
3511,5/26/1961, 56 ,Unmarried,300k-500k,High-School,Employed,Believer,Prison Break,Daimler-Benz,Female,Indian,Rap,6 to 10,Basketball,Black,Fox News,25-40 KM,1000-1500 KM,Thriller,Biology,Whiskey,Thor,440,y
3512,3/19/1980, 37 ,Married,500k-700k,Uneducated,Employed,Believer,Dexter,BMW,Male,Mexican,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,0-250 KM,Horror,Physics,Vodka,spiderman,587,y
3513,1/6/1985, 33 ,Unmarried,700k-1 Million,Uneducated,Unemployed,Believer,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Soccer,Green,BBC,10-25 KM,250-500 KM,Action,Biology,wine,wonder woman,1324,x
3514,3/15/1972, 45 ,Married,500k-700k,Graduate,Self-Employed,Agnostic,How I Met your mother,Toyota,Male,Mexican,Rap,6 to 10,Cricket,Black,Fox News,10-25 KM,0-250 KM,Action,Biology,Gin,wonder woman,1281,y
3515,12/3/1970, 47 ,Unmarried,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,Lebanese,Country,12 to 15,Basketball,purple,Associated Press,60-80 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,185,y
3516,1/4/1969, 49 ,Married,100k-300k,Post-Graduate,Employed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,1103,x
3517,3/17/1974, 43 ,Unmarried,300k-500k,High-School,Employed,Agnostic,Narcos,Daimler-Benz,Female,French,Rock,15-18,volleyball,purple,Associated Press,60-80 KM,1000-1500 KM,Historical,History,Rum,The hulk,296,y
3518,6/1/1986, 31 ,Divorced,500k-700k,High-School,Employed,Agnostic,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Swimming,Orange,Reuters,60-80 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,734,x
3519,7/1/1962, 55 ,Married,300k-500k,Graduate,Unemployed,Believer,Friends,Audi,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Beer,Batman,1224,x
3520,3/14/1972, 45 ,Married,700k-1 Million,Graduate,Self-Employed,Believer,Friends,Audi,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1417,y
3521,6/1/1991, 26 ,Divorced,300k-500k,Graduate,Unemployed,Agnostic,Flash,Audi,Male,Italian,Rap,6 to 10,Swimming,Black,Fox News,10-25 KM,250-500 KM,Thriller,Art,wine,Thor,227,y
3522,4/18/1965, 52 ,Married,0-100K,Uneducated,Self-Employed,Believer,Breaking Bad,Ford,Male,Mexican,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,wine,spiderman,818,y
3523,12/26/1984, 33 ,Unmarried,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,306,x
3524,10/20/1970, 47 ,Married,300k-500k,Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Thai,Heavy Metal,6 to 10,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,771,y
3525,1/20/1976, 42 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Game of Thrones,Audi,Male,Chinese,Classical,10 to 12,Soccer,Orange,Reuters,60-80 KM,0-250 KM,Horror,Economics,Vodka,spiderman,1292,y
3526,9/18/1975, 42 ,Married,300k-500k,Post-Graduate,Employed,Believer,Prison Break,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,Fox News,10-25 KM,0-250 KM,Drama,Biology,Whiskey,Batman,168,x
3527,1/31/1978, 40 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Flash,Audi,Female,Indian,Rap,6 to 10,Soccer,Yellow,BBC,25-40 KM,1500-2000 KM,Romantic,English,Rum,Ironman,248,y
3528,1/24/1961, 57 ,Unmarried,0-100K,High-School,Employed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,0-250 KM,Thriller,Maths,Non Drinkers,Thor,753,y
3529,3/24/1984, 33 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Romantic,English,Beer,Ironman,117,x
3530,3/5/1965, 52 ,Unmarried,300k-500k,Uneducated,Self-Employed,Agnostic,Narcos,Ford,Female,French,Hip-Hop,15-18,volleyball,Red,Reuters,60-80 KM,0-250 KM,Action,Physics,Rum,wonder woman,978,y
3531,1/12/1965, 53 ,Married,500k-700k,High-School,Self-Employed,Believer,Prison Break,BMW,Male,Lebanese,Heavy Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Historical,Art,Whiskey,The hulk,569,x
3532,2/8/1978, 40 ,Unmarried,500k-700k,Post-Graduate,Employed,Agnostic,Big Bang Theory,BMW,Female,Indian,Rock,18-20,volleyball,Red,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Non Drinkers,Batman,584,y
3533,12/9/1983, 34 ,Married,500k-700k,Graduate,Unemployed,Believer,How I Met your mother,Toyota,Female,French,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,1312,x
3534,5/5/1972, 45 ,Unmarried,0-100K,Graduate,Self-Employed,Agnostic,Flash,GM,Female,Indian,Rap,6 to 10,volleyball,Black,Fox News,0-10 KM,0-250 KM,Historical,Civics,Rum,The hulk,1060,y
3535,6/6/1985, 32 ,Unmarried,300k-500k,Graduate,Unemployed,Believer,Friends,Wolkswagen,Female,Indian,Rap,6 to 10,Soccer,White,MSN,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,1425,y
3536,5/31/1981, 36 ,Divorced,100k-300k,Graduate,Employed,Agnostic,Game of Thrones,Nissan,Female,French,Hip-Hop,15-18,Swimming,Red,CNN,25-40 KM,500-1000 KM,Historical,Commerce,Whiskey,The hulk,473,y
3537,9/21/1970, 47 ,Unmarried,700k-1 Million,Post-Graduate,Unemployed,Believer,Breaking Bad,Jaguar,Male,Thai,Country,12 to 15,Soccer,Red,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,1362,x
3538,3/17/1988, 29 ,Married,300k-500k,Uneducated,Unemployed,Believer,Prison Break,Ford,Female,Italian,Rap,6 to 10,Rugby,Black,Fox News,10-25 KM,0-250 KM,Comedy,Art,Whiskey,The hulk,1289,x
3539,11/4/1965, 52 ,Married,500k-700k,Graduate,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Baseball,Black,Fox News,60-80 KM,2000+ KM,Action,Biology,Whiskey,wonder woman,1432,y
3540,12/13/1961, 56 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Prison Break,Toyota,Female,Italian,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,750,y
3541,1/10/1974, 44 ,Unmarried,300k-500k,High-School,Self-Employed,Believer,Prison Break,Audi,Female,French,Rap,6 to 10,Basketball,Yellow,BBC,40-60 KM,1500-2000 KM,Horror,Chemistry,Whiskey,spiderman,519,y
3542,4/8/1990, 27 ,Divorced,1M-2Million,Uneducated,Employed,Agnostic,Friends,Bently,Female,French,Rap,6 to 10,Swimming,Black,New York Times,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,1216,y
3543,6/18/1992, 25 ,Divorced,100k-300k,Post-Graduate,Unemployed,Agnostic,How I Met your mother,Suzuki,Female,Mediterranean,Rap,6 to 10,Swimming,Green,New York Times,0-10 KM,0-250 KM,Romantic,Civics,Non Drinkers,Ironman,1409,y
3544,10/12/1985, 32 ,Married,100k-300k,Graduate,Self-Employed,Agnostic,Friends,Suzuki,Female,French,Rap,6 to 10,Cricket,Black,New York Times,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,727,y
3545,8/8/1973, 44 ,Unmarried,1M-2Million,Graduate,Unemployed,Believer,Friends,Bently,Female,French,Rap,6 to 10,Soccer,White,MSN,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,989,y
3546,8/30/1986, 31 ,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,White,MSN,0-10 KM,0-250 KM,Historical,Civics,Beer,Ironman,271,y
3547,1/16/1962, 56 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Friends,Ford,Female,Mediterranean,Rap,6 to 10,Soccer,Black,Fox News,60-80 KM,2000+ KM,Thriller,Biology,Beer,Thor,988,y
3548,6/13/1987, 30 ,Married,300k-500k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,250-500 KM,Comedy,History,wine,Thor,949,y
3549,10/1/1976, 41 ,Unmarried,100k-300k,High-School,Self-Employed,Believer,Friends,Suzuki,Female,French,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,981,x
3550,6/17/1961, 56 ,Married,300k-500k,Uneducated,Unemployed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Basketball,Black,New York Times,0-10 KM,0-250 KM,Romantic,Civics,Beer,Ironman,1270,y
3551,2/6/1988, 30 ,Married,100k-300k,Post-Graduate,Employed,Atheist,Friends,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,154,y
3552,1/10/1993, 25 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,,Mexican,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,2000+ KM,Historical,Commerce,Beer,The hulk,70,y
3553,10/14/1987, 30 ,Unmarried,300k-500k,High-School,Employed,Believer,Friends,Ford,Female,Indian,Rap,6 to 10,Basketball,White,Fox News,40-60 KM,2000+ KM,Action,Biology,Beer,wonder woman,865,x
3554,10/10/1967, 50 ,Divorced,100k-300k,Post-Graduate,Employed,Agnostic,Prison Break,Ford,Female,Mediterranean,Rap,6 to 10,Swimming,White,MSN,40-60 KM,2000+ KM,Historical,Civics,Whiskey,Ironman,448,y
3555,9/13/1970, 47 ,Married,500k-700k,Uneducated,Unemployed,Atheist,Friends,Toyota,Female,French,Rap,6 to 10,Rugby,White,MSN,10-25 KM,0-250 KM,Historical,Civics,Beer,Ironman,1285,y
3556,3/21/1966, 51 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Ford,Male,Thai,Heavy Metal,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,112,y
3557,3/14/1995, 22 ,Married,100k-300k,High-School,Self-Employed,Believer,Breaking Bad,Ford,Male,Lebanese,Classical,12 to 15,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,Maths,Beer,Thor,124,y
3558,3/10/1966, 51 ,Married,500k-700k,High-School,Unemployed,Believer,Dexter,Daimler-Benz,Female,French,Hip-Hop,15-18,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,587,x
3559,12/11/1978, 39 ,Unmarried,300k-500k,High-School,Self-Employed,Believer,Big Bang Theory,Daimler-Benz,Female,Mediterranean,Rock,18-20,Soccer,Blue,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Non Drinkers,spiderman,1039,x
3560,4/1/1991, 26 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Big Bang Theory,Audi,Female,French,Rock,15-18,Soccer,Red,CNN,25-40 KM,500-1000 KM,Horror,Physics,Non Drinkers,spiderman,508,x
3561,8/7/1990, 27 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Breaking Bad,Ford,Female,Mediterranean,Rock,20+,Soccer,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Beer,spiderman,436,x
3562,1/21/1970, 48 ,Married,700k-1 Million,High-School,Unemployed,Atheist,Friends,Audi,Male,Mexican,Rap,6 to 10,Rugby,Black,New York Times,60-80 KM,2000+ KM,Action,Biology,wine,wonder woman,607,x
3563,5/3/1967, 50 ,Married,0-100K,Uneducated,Unemployed,Believer,Breaking Bad,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Beer,spiderman,501,y
3564,6/13/1995, 22 ,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Flash,Toyota,Female,French,Rap,6 to 10,Baseball,White,MSN,10-25 KM,250-500 KM,Drama,Chemistry,Rum,Batman,624,x
3565,2/23/1960, 58 ,Married,300k-500k,Graduate,Unemployed,Atheist,Narcos,Audi,Male,Italian,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Rum,Thor,661,y
3566,1/13/1961, 57 ,Married,100k-300k,High-School,Unemployed,Believer,Prison Break,Suzuki,Female,Italian,Rap,6 to 10,Basketball,Black,New York Times,40-60 KM,2000+ KM,Thriller,Biology,Vodka,Thor,449,x
3567,1/5/1975, 43 ,Married,100k-300k,Uneducated,Unemployed,Agnostic,Breaking Bad,Suzuki,Female,Mediterranean,Rock,20+,Swimming,Red,Huffington Post,40-60 KM,0-250 KM,Comedy,Maths,Beer,Thor,1124,y
3568,11/18/1988, 29 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Friends,Nissan,Male,Italian,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,198,x
3569,12/12/1987, 30 ,Married,,Post-Graduate,Self-Employed,Atheist,Prison Break,Suzuki,Female,Indian,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,498,y
